,author_id,title,country,reviews,date,total_reviews_written,upvote,reviewer_name,ratings,start_time,end_time,companyName,scraped_site
0,60b11f05f9f4870a94aff4b0,Customer service is really professional…,US,Customer service is really professional and nice team!,2021-05-28T16:49:09.000Z,1,0,Rose,5.0,2021-05-28 13:08:31.852707,2021-05-28 13:08:35.081013,First Choice Shipping,Trustpilot
1,60abf802f9f4870a94abd738,deliverd safely on time,GB,"deliverd safely on time, well done FCS!",2021-05-24T19:01:22.000Z,1,0,Bilgay,5.0,2021-05-28 13:08:35.081013,2021-05-28 13:08:35.262938,First Choice Shipping,Trustpilot
2,609e9908f9f4870b70039ceb,After the initial set up,GB,"After the initial set up, everything has gone smoothly.
Inna and Ida (my two contacts) are super helpful.

Only thing that could improve would be to have people based in the UK so there isn't a time difference lag, and so I can easily call them.",2021-05-14T15:36:40.000Z,2,0,Vee,5.0,2021-05-28 13:08:35.262938,2021-05-28 13:08:37.451349,First Choice Shipping,Trustpilot
3,609e4cbcf9f4870b70033d88,Good self service platform; review invoices. Surprise charges can appear.,KR,"Very good self service platform. Billing can be a black box when final invoice arrives. Customer service reps confirms certain charges won’t be billed but the opposite happens.

Customs paperwork is not as seamless as communicated with the carriers. They can work better with the big carriers to ensure their account does not have this issue.",2021-05-14T10:11:08.000Z,1,0,Matt,3.0,2021-05-28 13:08:37.451349,2021-05-28 13:08:37.624384,First Choice Shipping,Trustpilot
4,609bed1af9f4870a94a026fc,Great service!,US,I was a first time International shipper and Susan walked me through the whole thing. She was great.,2021-05-12T14:58:34.000Z,1,0,Chris,5.0,2021-05-28 13:08:37.624384,2021-05-28 13:08:41.851752,First Choice Shipping,Trustpilot
5,60956a19f9f4870a6ca8ef07,I just recently started working with…,US,"I just recently started working with First Choice Shipping to expand my business outside of the US. I was primarily selling on Amazon and now I'm going to be selling on Amazon in Canada and eventually in the UK. This was surprisingly challenging, but First Choice held my hand and helped get everything set up. I would highly recommend their services and I plan on using them for all of my shipments going forward.",2021-05-07T16:26:01.000Z,1,0,Game That Song,5.0,2021-05-28 13:08:41.851752,2021-05-28 13:08:42.131932,First Choice Shipping,Trustpilot
6,6095605bf9f4870a78719b3b,Love this company,US,,2021-05-07T15:44:27.000Z,2,0,Greg,5.0,2021-05-28 13:08:42.131932,2021-05-28 13:08:42.363187,First Choice Shipping,Trustpilot
7,60941238f9f4870a78708307,Interface is user friendly and great support!,US,Interface is user friendly and easy to navigate. Like the term 15 billing and also they have great support!,2021-05-06T15:58:48.000Z,3,0,Henry Warner,5.0,2021-05-28 13:08:42.363187,2021-05-28 13:08:45.669543,First Choice Shipping,Trustpilot
8,6091ceaaf9f4870a6ca5d788,My experience with First Choice…,US,"My experience with First Choice Shipping went very smoothly. I had to ship merchandise to a Amazon fulfillment center in Canada. First Choice shipping walked me though the process and the first shipment went. Now that they set me up, I can make the next shipment much quicker. I don't think I would have expanded into Canada If I hadn't had a facilitator like First Choose Shipping.",2021-05-04T22:46:02.000Z,1,0,Paul Haislip,5.0,2021-05-28 13:08:45.669543,2021-05-28 13:08:49.961132,First Choice Shipping,Trustpilot
9,60918ae2f9f4870a786e54d8,an amazing service,GB,"an amazing service,making my shipping such an easy experience, a special shout out to Ms Faigy Frisch who went an extra mile walking me through the whole process
a happy custormer
Dovi",2021-05-04T17:56:50.000Z,1,0,g brunner,5.0,2021-05-28 13:08:49.961132,2021-05-28 13:08:51.164989,First Choice Shipping,Trustpilot
