,author_id,title,country,reviews,date,total_reviews_written,upvote,reviewer_name,ratings,start_time,end_time,companyName,scraped_site
0,60b0f855f9f4870a94afc9d5,From picking the goods on time to…,US,"From picking the goods on time to delivering it to the warehouse on time and that on or before time, Coshipper works best. Happy client!",2021-05-28T14:04:05.000Z,7,0,Garcia Charles D.,5.0,2021-05-28 13:36:05.646874,2021-05-28 13:36:06.974805,Coshipper,Trustpilot
1,60a4fde1f9f4870b700830a7,We were panicked when demand for our…,US,We were panicked when demand for our household products increased all of a sudden amid this pandemic. Thanks to Coshipper. Their professional has been managing entire shippings so well. No complaints at all. HAve another 2 LCL's on their way out to east and west centers..,2021-05-19T12:00:33.000Z,2,0,Dorothy Beltran,5.0,2021-05-28 13:36:06.974805,2021-05-28 13:36:08.175258,Coshipper,Trustpilot
2,609bc901f9f4870a949ff628,We have been with Coshipper services…,US,"We have been with Coshipper services for a year now for delivering the bulk textiles from china into eu and us, and we were never disappointed. Hope to get such services in future as well.",2021-05-12T12:24:33.000Z,6,0,Norma Wortman,5.0,2021-05-28 13:36:08.175258,2021-05-28 13:36:09.356829,Coshipper,Trustpilot
3,6093e97cf9f4870a7870485e,Coshipper offered competence charges,US,Coshipper offered competence charges. Also they were clearly communicated about the clearance issues.,2021-05-06T13:05:00.000Z,1,0,Molly Ferguson,5.0,2021-05-28 13:36:09.356829,2021-05-28 13:36:10.559394,Coshipper,Trustpilot
4,6090d50df9f4870a786d833f,I migrated from my previous company coz…,US,"I migrated from my previous company coz of communication issues. Fortunately, that’s not the case here. Coshipper team is professional and always lets me speak to the right person. Needles to say, inventories also reached my amazon's warehouse on scheduled time.",2021-05-04T05:01:01.000Z,2,0,Luella Jacobs,5.0,2021-05-28 13:36:10.559394,2021-05-28 13:36:14.772652,Coshipper,Trustpilot
5,608bbfa6f9f487051034310e,Successfully shipped all orders.,US,Professional team of Coshipper came as godsend when I couldn’t find a vendor for urgent covid supplies. They successfully shipped all the orders on time. Tysm.,2021-04-30T08:28:22.000Z,3,0,Danny,5.0,2021-05-28 13:36:14.772652,2021-05-28 13:36:16.979406,Coshipper,Trustpilot
6,608ab4bef9f4870510336c29,Coshipper has been a true gem for my…,US,"Coshipper has been a true gem for my recent shipment of China to the US. They disclosed possible troubles in advance, thus making me feel all comfortable. Wanna keep them as our permanent forwarding provider!",2021-04-29T13:29:34.000Z,2,0,Myrna,5.0,2021-05-28 13:36:16.979406,2021-05-28 13:36:17.145637,Coshipper,Trustpilot
7,60801f2ff9f48709006873fe,Such excellent teamwork and…,US,"Such excellent teamwork and coordination at shipping my goods overseas within the estimated time! Some exceptions on shipping time with delays recently due to port blockage at LA (but isnt everyone...) but I am pleased by their customer support team, they kept me updated throughout the entire shipment and were extra careful with the items that were being shipped. Cool job, guys!",2021-04-21T12:48:47.000Z,5,0,Juan Phillips,5.0,2021-05-28 13:36:17.145637,2021-05-28 13:36:18.345138,Coshipper,Trustpilot
8,606f9696f85d7508705122c0,what you need to know????,RS,,2021-04-08T23:49:42.000Z,7,0,Bojan Petrovic,5.0,2021-05-28 13:36:18.345138,2021-05-28 13:36:18.534657,Coshipper,Trustpilot
9,6066d641f85d75087043e232,Reliable shipping services,US,"Reliable shipping services, especially for overseas ones.....teamwork is great and and helps me with many questions which I was afraid of as first time sending goods to USA. Thank you for the on-time delivery and cost-effective estimate.",2021-04-02T08:30:57.000Z,3,0,Michael Webb,5.0,2021-05-28 13:36:18.534657,2021-05-28 13:36:20.747216,Coshipper,Trustpilot
10,60644a1bf85d7508703fa7cd,Coshipper shipped the goods with great…,US,Coshipper shipped the goods with great care and made sure that no harm is done to the sensitive products.,2021-03-31T10:08:27.000Z,6,0,Timothy Harward,5.0,2021-05-28 13:36:20.747216,2021-05-28 13:36:21.976887,Coshipper,Trustpilot
11,605af746f85d7507e41f3e2a,Their 15 day fast boat service took…,US,"Their 15 day fast boat service took more than 50 days door to door.

Good communication. Outright lie on shipping time. Getva money back guarsntee if they give toy a date promise.",2021-03-24T08:24:38.000Z,1,0,Ins Pro,3.0,2021-05-28 13:36:21.976887,2021-05-28 13:36:25.155271,Coshipper,Trustpilot
12,605aea3cf85d750870320a07,Company cares about clients,US,"Company cares about clients, including newbies. Could also inform me about 03 hours shipment delay due to warehouse formalities.",2021-03-24T07:29:00.000Z,3,0,Hung Hubley,5.0,2021-05-28 13:36:25.155271,2021-05-28 13:36:28.383818,Coshipper,Trustpilot
13,6059cb6ef85d750870311c31,Considering that our company is fickle…,US,"Considering that our company is fickle about our in stock rates for fast moving products, we can’t simply afford to ignore Coshipper at any stage. Their brilliant team goes a few extra miles to get shipments done with perfection. Have no issues at all!",2021-03-23T11:05:18.000Z,6,0,Mark Baldwin,5.0,2021-05-28 13:36:28.383818,2021-05-28 13:36:32.695098,Coshipper,Trustpilot
14,60519fe1f85d7503942cae23,Last few shipments were done on time,US,"Last few shipments were done on time, every goods item was shifted without damage. The best thing, the support team was on track with me to keep me updated with the process.",2021-03-17T06:21:21.000Z,3,0,Russel Diu,5.0,2021-05-28 13:36:32.695098,2021-05-28 13:36:32.895389,Coshipper,Trustpilot
15,60512b95f85d75064c439cab,I needed someone to export latex products and import potato chips and Kel Varnsen didn't let me down!,US,Great company! Couldn't say enough good things about the gentleman in charge of the place. His name was George Costanza. He said he was an importer and an exporter. I was blown away by that statement. I had always thought you had to be one or the other. An importer or an exporter but not both. He said he did both. At a place called Vandelay Industries. Yeah that's right. I believe he imported latex products and exported I think potato chips...might be wrong about the chips. I'm not sure what it was but he did both jobs. He worked with a fellow by the name of Kel Varnsen. Great bunch of people they have working over there at Vandelay,2021-03-16T22:05:09.000Z,4,0,Stat Albert,5.0,2021-05-28 13:36:32.895389,2021-05-28 13:36:35.105487,Coshipper,Trustpilot
16,6050453cf85d75064c42a208,The fantastic friendly team at…,US,"The fantastic friendly team at Coshipper has helped us out all the way. From china's local shipping of the goods on time to providing a competitive quote, Coshipper has actually done a great job. Thumbs up. Only thing i would recommend them is to get better at tracking.",2021-03-16T05:42:20.000Z,5,0,Debbie Cruz,5.0,2021-05-28 13:36:35.105487,2021-05-28 13:36:35.311448,Coshipper,Trustpilot
17,604b4cdff85d75064c3f59e5,It was actually a better cost saving…,US,"It was actually a better cost saving for us to go with Coshipper which got us the best price and A1 service., instead of Flexport. 5 stars.",2021-03-12T11:13:35.000Z,3,0,Jessica Wetherby,5.0,2021-05-28 13:36:35.311448,2021-05-28 13:36:37.517833,Coshipper,Trustpilot
18,60346f7ff85d750b989daaf8,Their services are highly appreciated,US,"Their services are highly appreciated. Are there hiccups sometimes, yes, but honestly if you've been in the import and export business for any reasonable period of time, you'll know that these guys are at the top of their game and offer truly something really different.",2021-02-23T02:59:11.000Z,1,0,wINTER Leung,3.0,2021-05-28 13:36:37.517833,2021-05-28 13:36:37.664442,Coshipper,Trustpilot
19,60253c93679d97052cd484cd,Been a private label seller,US,"Been a private label seller since 2015. Found coshipper a year ago and they have taken great care of all of our supply chain and shipping needs, so we can now focus better on growing business. All our inventories have been moved with great care and zero damage until now. Hoping the same services for future as well. And, their charges are competitive as compared to other similar companies. Time wise, it’s as expected: A few days off estimated transit times and delays at customs, but come on people, did you not realize there’s an pandemic! This is why you plan your inventory and arrange your supplies restock schedules ahead of time with sufficient buffer. “Just in time inventory” planning is not gonna work when there’s a global disease that’s killed close to 500k people here in the US, and impacted millions. If you think your suppliers or service providers are responsible for keeping your products in stock in light of what’s happening, I’m sorry Buddy, but no - it’s your problem. Delays are gonna happen, so my advice to fellow sellers is to change how your planning your inventory and your restock times to account for a changing world. rant over",2021-02-11T14:17:55.000Z,3,0,Robert Gillam,5.0,2021-05-28 13:36:37.664442,2021-05-28 13:36:37.822021,Coshipper,Trustpilot
20,60229d2a679d97052cd21d33,Thumbs up.,US,"My first ever shipment from USA to China was done via coshipper without any trouble. My account manger was Jaelyn and was very prompt on not only updates, but suggestions on how to revise my packaging and shipping routes to minimize costs and other things. I got my shipment confirmation from Jaelyn after payment and it was honestly a big relief. Keep helping like this!!",2021-02-09T14:33:14.000Z,9,0,Leanna O.,5.0,2021-05-28 13:36:41.062789,2021-05-28 13:36:44.318524,Coshipper,Trustpilot
21,601528e5679d9705c85e6e3a,Coshipper has really helped,US,"Coshipper has really helped my Amazon european business to grow. I feel great ease discussing things with Jason coz he never feels annoyed with my random queries. Company is like one-stop solution for moving my FBA inventors into multiple countries, including Europe and UK even with the brexit and new customs borders.",2021-01-30T09:37:41.000Z,5,0,Francisco Cox,5.0,2021-05-28 13:36:44.318524,2021-05-28 13:36:46.526437,Coshipper,Trustpilot
22,6012ab05679d9701d07b3605,Coshipper delivered our LCL,US,"Coshipper delivered our LCL ocean on time. Their services are highly appreciated. Also, there was no damage done to the products.",2021-01-28T12:16:05.000Z,5,0,Myra Smith,5.0,2021-05-28 13:36:46.526437,2021-05-28 13:36:48.760341,Coshipper,Trustpilot
